text,label,topic
"Bonjour ! Je me permet une question concernant ma situation. Je souhaite produire des champignons dans ma cave et également du miel sur mon terrain. J'aimerai vendre mes produits au marché et aux professionnels autours de chez moi (restau, supermarché) Que dois-je faire pour en avoir le droit ? Sachant que je n'ai actuellement aucun revenus de cette exploitation, une surface dérisoire et un temps de travail très petit. J'ai téléphoner à la MSA qui m'a renvoyer vers la chambre de l'agriculture qui me renvoi vers la adasea qui me renvoi vers la MSA .. 😅",0,nothing
ق,0,nothing
"attention à l'usage de l'eau de pluie , une étude américaine affirme que l'eau de pluie du monde entier est polluée de toutes les saloperies que l'on rejette favorisant les cancers de toute nature, les entreprises spécialisées dans le filtrage des eaux ont un avenir assuré, peut être qu'elles ont financées cette étude",1,P3
"Bonjour à tous, comme toi je récolte à l'optimal selon les courges, qui ont eux même une durée optimale de conservation. Et par observation j'ai moi aussi que avec un dépassement de durée de récolte ( pédoncule très sec) , les sucres se dégrade parfois très vite et nécrose le fruit. Merci et bon jardin",0,PRecolte
"même sur une petite surface, ça fait toujours plaisir de faire quelques récoltes ! quand je travaillais et dans mon ancienne maison pas le temps ni la surface (moins de 20 m²) de faire un grand jardin mais j'ai toujours eu quelques salades, courgettes, tomates, carottes, betteraves, persil et aromates etc... par contre j'avais mis des petits fruits et fruitiers sur l'ensemble du terrain (8 ares) qui produisaient pas mal au fil du temps, il m'arrivait régulièrement de donner prunes, mirabelles et autres !",0,PRecolte
Merci pour la recette! Bonnes fêtes à vous 🙂,0,nothing
"Bravo les collègues ! Belle démonstration des possibilités du MSV et des apports massif de MO ! Ici, à la ferme, nous avons mit 300T/ha (soit 30KG/m²) l'année dernière. Nous avons rajouté (t/ha de fumier de poule pour accélérer le processus de décomposition. Nous avons eu des résultats corrects en première année. Je pense qu'en 2023, nous allons avoir de très bons résultats au vu de la beauté du sol ! à très vite ;)",0,P6
Bonjour Maud très instructif ta vidéo même pour moi qui n ai ni lapins ni poules. Bon week-end et a bientôt,0,nothing
Bonjour Olivier Nous on conserve nos betterave comme des cornichons Avec du vinaigre Recette des anciens Très belle vidéo a chaque fois encore merci Bonne continuation,0,nothing
Très théorique tout ça . sans parler même du goût du climat …,1,nothing
Bonjour Antoine .. si tu as la superficie en roulement .. pour ton ensilage maïs .. sème les derrières ton ensilage ray-gras après récolte et un petit labour et fumier .. ils souffriront moins de la sécheresse et une semence adaptée..,0,P3
excellent mood!,0,nothing
"Salut damien. Tu as recu beaucoup de monde dans tes differentes videos, personnes que j'ai suivi aussi, un peu, car de tous les youtubeurs, tu es surement le seul a ne pas faire de critiques negative sur les autres. Ce que j'aime chez toi, cest pas seulement ton jardin ,mais aussi ton etat d'esprit. Finalement tu es le seul que je suis encore aujourdhui. Un grand bravo👏👏",0,nothing
"Très bonne vidéo merci ! Petite question j'ai acheté un filet de pommes de terre à faire germer en jardinerie. J'en ai mis une partie à faire germer mais comment conserver les autres, il m'en reste pas mal. Possible de les conserver pour l'année prochaine ? Si oui comment ? Merci ! :)",0,nothing
Merci tu est un vrai sage,0,nothing
Bonjour Bjorg Merci pour ta vidéo très simple et claire à comprendre Très didactique,0,nothing
"Les pauvres poules !!! Elles les regardent bizarre quand même leur progéniture inattendue 🙂 Bravo !!! Comme pour tout ce que vous faites. Merci, vous me faites rêver... J'aimerais aussi me créer mon paradis mais je n'ose pas... Pas assez de courage 😞 Merci à vous !!",0,nothing
"bonjour Olivier, dans le Sud également, Gard, donc très très compliqué en été pour le potager. Il m'arrive de déprimer ! cet été particulièrement horrible, mildiou, toutes sortes de maladies, dues sans doute à la grosse humidité en Juin. Notre sol est comme le vôtre. On attend un peu plus de pluie pour passer la grelinette qu'on a acheté cet été. On a également fait de l'ombrage, et là où il n'y en a pas encore, parasols !! Vu la difficulté à cultiver dans le sud, chaleur, vent qui dessèche tout, j'admire votre potager. Bonne journée et merci pour vos vidéos",0,P2
Super Merci Maud pour ce cahier très pratique,0,nothing
Bonsoir merci pour cette vidéo afin de se remémorer le semis en plaques alvéolées ! Bonne soirée,0,nothing
"Maintenant faut se rappeler pourquoi ont arrêter d'être des chasseurs cueilleurs, car je pense que là aussi il y avais une excellente raison et que cette raison est toujours valable aujourd'hui.",0,nothing
Qui est la grâce à Danielle et ont n'attend avec impatience le veau Danielle,0,nothing
"Vous êtes agréable à écouter, diction et voix calme , que vous pouvez si ça vous chante partager sur d'autre sujet ! Je n'ai pas de coureurs car mon potager est exentrer de la maison et il me faudrait les transporter...mais ça m'aiderait c'est certain !!",0,nothing
Magnifique vos poulets. Force a vous,0,nothing
Excellent !super belle présentation et belle réussite : 100000€ de CA en si peu de temps ! Top ! Bonne continuation...,0,nothing
Nous elle ne sont pas prête de sortir les cache encore vous avait quoi Côme machine pour donner au vache,0,nothing
"Coucou ma belle Maud ! Trop mignonnes les nouvelles poules ! Dommage je ne veuille plus de coq, sinon j'en aurai adopté un! 😉 Merci pour ce nouveau partage, c'est toujours un réel plaisir . 😘😘😘",0,nothing
super vidéo Simon et Baptiste ! vos cultures sont magnifiques 🤩,0,nothing
LOL.,0,nothing
"Bonjour Stephane, je voudrai savoir la contenance des pots, un litre ?",0,nothing
lien pour la vidéo : https://youtu.be/EuzL54ahyNM,0,nothing
"Vraiment trop loin Stéphane, désolé, cela aurait été avec plaisir. Je passe mon tour et attends une éventuelle formation en distanciel. 👌",0,nothing
"Bonjour Maud, super nouvelle et je me dis que c’est un juste retour des choses après le saccage de ton rucher l’an dernier 💪",0,nothing
"2000 vues, 92 pouces en l'air ...vous abusez les gars, Je pense que cela mérite un poil plus d'engagement ... Merci à tous, merci à ver de terre, continuez comme ça, cela fait trois ans que j'apprends avec vous et grâce à vous...Merci Encore !!!",0,nothing
Du lait avec de l’herbe c’est ce qu’il y a de mieux au monde,0,nothing
Bonjour super vidéo et très intéressante et très bien expliqué bonne journée,0,nothing
"Il est plus que temps de tordre le cou de la girafe, DU COUP.....",0,nothing
Vraiment superbe vidéo,0,nothing
Que d'énergie ! Et que de ressources: c'est un super projet collectif. Étiez-vous seules a l'origine de la demande de transformer ce terrain en jardin ? On dirait que beaucoup sont contents.,0,nothing
"Merci beaucoup d'en parler. Avec toutes ces habitations, mal isolées, aérées, amiante....., qui donnent des maladies, allergies, sinus, maux de tête et causent même des cancers.",0,nothing
"Je suis d'accord : ils essaient de diviser, alors que la lutte pour l'environnement, c'est la lutte pour les agriculteurs !",0,nothing
Monsieur vous vousxztes un homme normal et sérieux .comme beaucoup d entre vous . Mais ces technocrates ne sont pas sur le terrain ne se rendent pas compte ou ne savent pas qu il faut 3 ou 4 voir 5 ans pour faire une vache a viande digne de ce nom . .. oui suis d accord d ici tres tres peu de temps et déjà la e cas plus assez de viande en france et que vont devenir nos si belles prairies nos montagnes nos vallons . ...les sangliers ...les rats taupiers ....et !!!!!!j aime mieux m arrêter là .,1,nothing
Bonjour franchement impressionnant merci 🙏🙏🙏,0,nothing
Pas encore de lapins… mais dans l avenir ce sera le cas. Merci pour la vidéo 👍,0,nothing
Merci pour votre Prod audiovisuel 😉👍 je diffuse votre vidéo sur la chaîne Tv Alternative d'une plateforme médiatik GJ : https://organjaune.fr,0,nothing
"Les enfants feront bien ce qu'ils veulent, ils choisiront leur vie, Ben oui. Vivez ce qui vous plaît en ce moment, votre couple, vos enfants, vos choix,votre dévouement pour votre grand mère...",0,nothing
"Symbolique cette capacité à étudier les systèmes racinaires. Retrouver les racines, les observer, les comprendre, les joindre, un travail difficile car caché et difficile d'accès, autant sur la technique agricole que sur la culture profonde de la paysannerie. Merci à tous ces agriculteurs chercheurs qui transforment en reseau l'agriculture française qui devient maintenant un exemple a suivre sur tous les continents. Sujets sensible qd même l' ONU commence à penser que l'on va devoir elever et bouffer uniquement des insectes pour être durables.",0,P6
"Jolies tresses, Maud. Influence interactive d'Aïda ? La ballade permet de brosser un contexte de l'environnement où tu vis et de mieux comprendre ce que tu fais en local plus restreint. Complémentarité intéressante. Merci pour le partage.",0,nothing
Merci Stéphane ! Un cours qui devrait être donné dans toutes les écoles 😊 As tu commencé les semis d'asiminier américains? Impatient de t'en commender,0,nothing
tartines sans beurre ???? c'est illégal,0,nothing
merci,0,nothing
Pour éloigner les doryphores il faut semer du lin avec les pommes de terre,0,P2
Excellent le coup de faire sécher du bois dans l'eau !,0,nothing
"Avez-vous une idée de l'origine du carbone stocké dans le sol ? Quelle proportion vient simplement de l'apport de carbone organique de la MO que l'on épand, et quelle proportion vient du CO2 atmosphérique ?",0,P6
Bonjour Olivier Effectivement mon essai en pot a été un échec cette année. Pourrais-tu stp me donner des conseils pour la structure pour mon prochain essai en pleine terre ? Merci beaucoup 🙏🏻☺️,0,nothing
tu fait rêver toi😄😊😉👌❤,0,nothing
Je suis la grâce à ma danielle,0,nothing
Super bon en jus 😎,0,nothing
😍 Promo`SM,0,nothing
Merci beaucoup pour cette video. Je vais tenter les semis rapprochés !!!!!,0,nothing
Merci très intéressant 🙏😊,0,nothing
"Super partage, vidéo très agreable à regarder. Merci!",0,nothing
"Merci pour cette vidéo, j'avoue que je ne m'étais jamais posé la question d'où venait la tourbe. Maintenant que je suis informé je vais y prêter attention, merci pour cette vidéo !",0,nothing
"C'est super tout ça mais qd les rats taupiers sont là, cette énergie déjà testée se termine en fiaco, en échec total, en épluchures. C'est du vécu HORRIBLE",1,P2
Merci.,0,nothing
J'ai eu la notif,0,nothing
👍,0,nothing
Pour les terrains de golf je pense que le problème viens plutôt du peu de vie dans le sol...,0,P6
Merci pour ce partage,0,nothing
"Brillant, essentiel et lucide Nous sommes effectivement peu nombreux à avoir capté et je me suis longtemps posée la question des raisons du déni J'ai quelques suppositions Pas liées au niveau de connaissances mais plutôt a l'impossibilité de se remettre en question parce qu'on a trop à perdre, associé à la tête dans le guidon et au 'on verra plus tard' et/ou ""trop compliqué"" et/ou ""il ya toujours eu des discours de fin du monde"" ...",0,nothing
Bonjour Damien Ou est-ce que je peux trouver des graines de poivre de sichuan? Je vous souhaite une belle soirée,0,nothing
"Ici en bourgogne nous avons toutes les blettes qui ont resistées à 3 nuits à -16 et 2 semaine de suite en gel continue entre -5 et -10 , peu de feuilles ont cramer , elles adores le fumier frais pour passer l'hiver ☺️",0,P6
"Bonjour Olivier, dans ta vidéo tu fais des semis précoces de betteraves, je me demandais si ce n'est pas un peu trop quand même la période de semis étant avril normalement. Est ce qu'il y a un risque pour ces semis ou je peux faire comme toi et les faire prochainement ? Merci beaucoup pour tes vidéos toujours très inspirantes!",0,nothing
l agriculture française est morte !! merci l Europe !!,1,nothing
"Mais du coup tu fais comment quand l'une ou l'autre est en surpoids/sous-poids , tu les mets à part ?",0,nothing
"Bonjour, Tu es dans ton potager, j'aimeraisxsaboir pourquoi ms savonw pique un peu après 1 mois de sechage. Merci bcp pour ta réponse ❤❤❤",0,nothing
C'est génial de trouver une source par les temps qui courent,0,nothing
Tu avances trop vite tu irais moins vite tu serais peut-être moins tes dents de dechaumeur et tu consomme plus vu que le tracteur est plus accélérer donc voilà,0,nothing
"les extracteurs a jus ne produisent pas les memes jus, le but est d'extraire le jus a froid!",0,nothing
Intéressant comme sujet. Chez nous casi tout le monde passe la herse de prairie au moins une fois par an... Cela permet d'écarter les taupinières et d'aérer les prairies comme tu l'as expliqué 👍,0,P2
"Salut, vidéo très intéressante merci. Nico est un très bon pédagogue. Très bien expliqué merci a tous les 2. Normalement je me lance dans l'aventure CBD,l'année prochaine 🙏😁",0,nothing
"Toutes ces normes et obligations kafkaïennes soi-disant vertueuses pour protéger l’environnement et les consommateurs mais qui en fait privilégie l’agro-industrie… bien dégueulasse. (Bahh. Je suis naïf). En tout cas, merci pour ce reportage essentiel. Et bonne continuation à tous.",0,nothing
Pouvez vous nous parler du thé. Merci,0,nothing
Bravo !,0,nothing
Bonne année 2024 bisous,0,nothing
"Personne super intéressante et attachante, merci pour le partage",0,nothing
Merci !,0,nothing
"Beaucoup de choses imprécises ou qui vont pas et quelques pistes supplementaire. - chauffer l'eau au poele : le poele chauffera moins le logement, à moins d'avoir le bois gratuit, c'est pas de l'eau chaude gratuite - les batteries pour l'outillage ont surtout comme interet la portabilité et de ne pas être géné par le fil. Si on arrive à consommer 10kWh en une année en bricolant c'est que l'on bricole beaucoup. Par contre pour les pros qui font tourner un gros groupe électrogène ( genre 30kW ( 4L de cylindré diesel )) pour alimenter par moment un disqueuse ou un vibreur à beton, là quelques kWh de batteries aurait totalement leurs sens... - le prix du kWh de butane en bouteille est proche de celui du kWh électrique. je pensais que c'était bien plus chère. Les pertes du chauffe eau peuvent éventuellement chauffer le logements. - Un chauffe eau peut s'isoler. Avec une couche d'isolant multicouche on réduit les perte thermique journalière. Pour la douche un échangeur eau-eau permettrais de chauffer l'eau avec l'eau grise qui sort. - Pour le frigo il existe des modèle très économique, en hivers la consommation de ce genre d'équipement se termine en chaleur. - Il pourrait être intéressant d'utiliser les batterie lithium des outils électroportatif comme alimentation de secours pour l'éclairage.",1,nothing
"Nieder mit den Regentonnen , Freiheit für den Regen !",0,nothing
"Impec, ce type de petites vidéo sur un suivi régulier complétera parfaitement les plus longs formats. Merci en tous cas pour toutes ces vidéos présentées avec grande fraîcheur...",0,nothing
aucun essai de tomate sur physalis ?,0,nothing
#Super chef 🤠 tu as raison à la fin tout à fait d'accord avec toi 👍,0,nothing
"Bonjour Olivier, merci pour tes vidéos qui sont toujours très intéressantes. Mais pour une fois celle-ci me laisse perplexe. Je ne suis pas expert, et si certains experts me disent que la cendre peut être néfaste au jardin je veux bien le croire mais il faut m'expliquer pourquoi. Et tes arguments ne m'ont pas convaincu. Jj'ai du mal à croire qu'un peu de cendre, même si on en abuse, va changer le PH de 20 cm de terre (ce me semble un minimum pour faire un potager : je ne parle pas de ceux qui en ont 1m sous leurs pieds...) Sinon je vais arroser mon sol (très calcaire) d'un peu de vinaigre pour corriger mon PH... Pour ce qu'il y est de la potasse, il y en a moins dans 1kg de cendre que dans 1kg d'engrais organique. Comme je n'en mets pas dans mon jardin, je vais continuer à étaler ma cendre dans mon potager et mon verger. ... sans forcer la dose. J'espère que tu ne me porteras pas rigueur de cette petite prose. Merci",1,P6
Hello ça serait sympas d avoir la quantité de noisette SVP merci,0,nothing
"Coucou Maud, La seule raison qui me fait semer en plaques, c'est que semer en pleine terre c'est repas assurés des limaces et cie 😕 Déjà quand c'est repiqué, la survie est loin d'être assurée, il pleut chaque nuit ou matinée dans l'Ouest !",0,P2
Merci 🙏 Maud !,0,nothing
Merci. Je traite aussi mes plantes avec des orties. J'y ajoute de la prêle.,0,P2
"Ce qui compte pour le jardinier avant tout, reste la satisfaction d'agir, tester, planter voire récolter quelles que soient les quantités sous n'importe quel climat et diverses contraintes. Les terres qu'elles soient végétales,sablonneuses ou argileuses, le jardinier s'y adapte , enrichi ou modifie sa structure avec ses différentes actions d'apports mécaniques ou d'amendement fait manuellement. Toujours avoir à l'esprit que l'on peut faire mieux sans ne jamais penser être critiqué de par nos choix d'organisation et manière de concevoir son lopin est la clé. Clôturer ce layus par ""L'intention prime sur l'action"" est adéquat quant à notre propension à évaluer à quel degré être en contact avec la nature est propice à la détente mentale. Là est l'essentiel! Un grand bravo à Olivier pour son irascible abnégation et pour le pragmatisme de ses vidéos. Bonne saison à tous, à nous jardiniers.",0,P6
👍👍,0,nothing
Merci pour cette vidéo. J'ai implanté 2 pieds au printemps dernier sur les hauteurs de Nice et leur feuillage s'est complètement desseché durant l'été. Ils sont ressortis à l'automne et je me demandais d'une part si c'est normal et d'autre part si on devait oublier cette culture sous un épais paillage jusqu'à l'automne après la récolte ou s'il fallait procéder tout de même pour un arrosage raisonné pour que les racines ne meurent pas. Merci par avance pour votre réponse.,0,P3
L'affaire se complique et enrichie la compréhension reste à bien comprendre la parole un bon micro bien réglé me semble indispensable comment récupéré les images et graphiques pour lecture,0,nothing
C'est un peu facile de tirer un trait sur le fait que vous avez défendu Alexis Ducret qui est un harceleur en ligne.,1,nothing
"Le problème du nucléaire c’est le secret qui l’entoure . L’utilisation militaire qui en est fait. L’abscence totale d’information fiable et transparente sur le fonctionnement , le niveau de pollution grave qu’il provoque, lui aussi occulté ; ainsi que le recours à des études médicales et pseudo scientifiques truquées pour en maquiller les effets gravissimes ( environnement des centralrales,côtes et plages polluées ,Normandie, delta du Rhône..)et aussi en terme de contamination cancéreuse ( comme dans le Corentin); la gestion hautement problématique des déchets et aussi ce fait terrifiant: à ce jour aucune centrale nucléaire( y compris la première petite centrale de Braspart en Bretagne « judicieusement » placée dans un environnement granitique radioactif) n’a pu être démantelée et dépolluée .",0,nothing
Bonjour avez vous une idée des quantités d'eau utilisées sur l'année pour 5000m2 svp?,0,P3
Vidéo intéressante mais trop longue. Toutes ce qui est proposé est de bon sens sauf se doucher avec le pulvérisateur des produits chimiques du jardin.. Rembourser le crédit je ne pense pas que ça soit intéressant au contraire il faut investir dans l'outillage les moyens de production car rien ne peut arrêter l'inflation dans le moyen terme. C'est la fin de l'énergie gratuite mais il faut miser sur le solaire. Oran Algérie,1,nothing
"Merci Damien ! J'ai suivi tes conseils, pris les variétés dont tu parles chez Kokopeli, semé an janvier dans des ""serres"" bricolées avec des bacs en plastique transparents avec couvercles transparents également, derrière la fenêtre. Transplanté dans de plus gros pots 3 fois. Aujourd'hui j'ai des pieds de près d'1m que j'ai mis sous serre la semaine passée. C'est la première année que j'ai cette réussite avec les concombres et tomates. Pour info je suis dans le 54, près de la frontière luxembourgeoise et donc pas dans un département prédisposé à ces réussites. Comme quoi on peut tout faire avec de bons conseils et de la bonne volonté ;) Bon vent à toi",0,nothing
"Bonjour, olivier est ce que je peut faire la culture de la chayotte dans la drôme Parce que l'annés dernière j'ai planter les chayotte sur une structure a mi ombre est sa a rien donner est ce que il faudrait pas les planter au plein soleil merci de votre réponse.",0,nothing
"Muchissimo gracias pour votre partenariat, votre complémentarité, de tous cœur avec vous. Merci pour votre bataille politico-mediatico- administrative!! Je ne finance pas, pardon ,, mais je mène ce combat. Pura Vida",0,nothing
Comme dit l expression l essayer c est l adopter.,0,nothing
"Bonjour Maud, merci pour le partage de ta façon de faire. Petite remarque, dans nos potagers, si on respecte le sol et qu'on a pour le principal de l'azote apporté par les micro organismes suite à la digestion de la MO, cet azote sera présent sous forme d'ammonium (charge +) et sera lié à la matière colloïdale du sol, qui a une charge -. Par contre, les nitrites et les nitrates (charge -) ne seront pas liés (même charge -) dans la structure du sol et seront facilement lessivés, c'est ce qui se passe dans les champs de culture conventionnelle ! Bonne journée",0,P6
"Bonjour merci pour la vidéo, nous avons eu également une premiere très belle production cette année apres repiquage d'oeilletons et racines, c'est monté sur les 2 mètre de haut avec des feuilles géantes et 10 a 15 /pieds. Par contre quelques gros et beaucoups de petits voir tellement petits que non consommable. Ce serai dû a une carence ?",0,PRecolte
Reportage très intéressante comme toujours🤩 merci 😁 Comme il l'a dit le système n'est pas fait pour qu'on puisse se passer de lui. Le système a besoin qu'on achète pour faire tourner l'économie. Il n'y a que ça qui les intéresse donc bien-sûr qu'une ferme qui a besoin de plusieurs centaines de litres de produits phyto et engrais en tout genre les intéresse plus que les fermes qui arrivent à s'en passer parce que ceux qui achètent permettent aux grosses firmes de s'enrichir toujours plus... Espérons qu'un jour on arrive à faire changer ça 🤞🤞🍀,0,nothing
"À 5 minutes ça parle d'outil pas cher pour mesurer la performance du protocole. Du coup comme préconisé par le même intervenant il faut avant tout mesurer la qualité nutritionnelle du produit fini. Et là ""banger"" il y a le FOOD SCANNER ! La boucle est bouclée. Mulet c'était quasi mon héros y'a presque 10 ans et je me rends compte depuis quelques années qu'il recherche son retour sur investissement façon Ponzi. Y'a des parcelles de vérité dans tout ça mais n'allez pas tout miser sur ce qui est promis, surtout payer une formation alors que tout est dit.",1,nothing
"2:53 Rrrroooohhhh...keskiladila...ai-je bien entendu ? ""bamboula""....RRRrrrrraciste ladidon ! Okay je sors.",0,nothing
"Salut ton jardin ,et magnifique ,je suis jardinier, de métier, aux Québec, d'origine vosgienne, je travaille ,sur des fermes ,en bio ,système ,de panier, et quand ,j'arrive chez moi je recommence, dans mon potager , qui me nourit pendent ,les 6 mois d'hiver aux Québec, et pendent tout l' ètè je me plaît a dire , que ,j'ai fait le tour de la terre sur mes jenoux, d'heserbage ,récolte plantation !,ton jardin ,et magnifique ,mol c'est sableux chez moi, heureusement ,c'est plus facile, a travailler ,quoi qu'il me semble que la vie microbienne, s'installe mieux dans des sol argileux j'ai déjà fait ce commentaire sur une ferme ou je travaillais, tout est plus difficile dans l'argile sauf la croissance, voila de Didier un vosgenicois,Balance comme toit, passionné ,j'ai un four à pain paille et argile, dehors, et un levain depuis 10ans suis balance comme toi ,pour ma pare je travaille juste a la houe et aux croc ça se voyage bien en vèlo ,c'est les outils le plus utilisé, dans les pays pauvres ! C'est moi qui a envoyé la vidéo sur la campagnols le pendent de la grelinette sa lut bont vent a toi",0,P6
C'est quoi comme drone exactement ?,0,nothing
"Bonjour Antoine du beau maïs malgré le manque d'eau. Ce qui prime cette année c'est semis avant le 20 avril en bonne structure, et les variétés de génétique sécheresse ont des potentiels 15qx supérieur en grain, futurixx en fait parti. Espérant que depuis tu a eu de la pluie",0,nothing
"Il faut aussi dire que faire du bois , avant de pouvoir le brûler , il y a un temps de séchage , beaucoup font un roulement de 3 ans , alors si vous faites de l’affouage il vous faudra un espace pour stocker votre bois pendant deux a trois ans , donc pour beaucoup , ne penser pas a aller faire votre bois et pouvoir le brûler la même année , c’est un système qui peut prendre du temps . Mon père utilise une moyenne de 14 stères par saison hivernale avec un poêle pour environ 90 m2 d’habitation .",0,nothing
Ah ouais ok,0,nothing
C est faux tout simplement,1,nothing
Il faut préférer la dame blanche à la bourjassotte ? Surtout si pas climat méditerranéen...,0,nothing
Figuiers du Nord = figues au goût d'eau !,1,nothing
"Bonjour je viens de rejoindre votre site, je vois que vous avez des coureurs indien j'en ai également 3 couples trop marrant en effet c'est des gloutons, j'ai également un jardin en Charente-Maritime entre Saintes et Cognac dans un petit village bien sympathique à qui j'ai loué un bout du terrain communale de quelques 600 m/carrés pour le moment il est en dormanse il ne reste qu'une ranger d'artichauts par contre je ne presque pas de semis j'achète des plants près à êtres repiqué ,je vais démarrer après les saints de glace au environ du 13 Mai pour cette année 2024, en revanche pour l'instant je vous souhaite un très bon démarrage pour cette nouvelle saison.",0,nothing
Quand tu dis investir dans le tabac l'alcool et les armes a feu tu parles en bien manufacturés en temps que tel ? (Et dans ce cas faut pouvoir stocker) ou tu parles d'actions dans des entreprises d alcool de tabac et d'armes à feu ?,0,nothing
"Un point très important pour un mode de vie le plus autonome possible : le troc (parce que comme beaucoup l'on relevé l'autonomie de veux pas dire l'autarcie, bien au contraire) Mon père n'a jamais fait le choix conscient et réfléchi de sortir de notre mode de vie capitaliste mais s'est progressivement retrouvé de plus en plus à la marge jusqu'à trouver l'équilibre qui lui convient le mieux. Échappé de l'éducation nationale en partant à la pré-retraite à 45 ans, il s'est retrouvé avec très peu de moyens financiers mais beaucoup de temps. Au final il s'est acheté une maison en très mauvais état (après de longues journées sur le toit il a réussi à limiter le nombre de gamelles à vider après chaque orage 😂) en pleine campagne avec un grand jardin et pleins d'arbres fruitiers. Il n'a pas du tout la main verte donc pas de potager mais est très doué en mécanique. Donc il est souvent sollicité par ces voisins agriculteurs pour dépanner voitures, tracteurs et autres machines agricoles. Refusant de travailler au black, il a refusé d'être payer en argent pour son aide. Il reçoit donc en échange des oeufs, des volailles et même récemment un chevreau entier. Et pendant mes vacances je peux venir profiter de la nature en aidant à récolter les fruits et faire des confitures. Dans tout ça il continue à avoir besoin d'aller faire ses courses mais pour un montant bien moindre que moi qui travaille à temps plein et vie en ville.",0,nothing
Qu'est ce que fout du plastique dans ton potager? Cougnia sa!,1,nothing
"Bonjour, je me posais la question justement de, comment fait ce Mr pour ne pas avoir de frelon ...? Hâte de vous voir a l'œuvre. Merci 👌",0,P2
Bravo à toi c'est un nouveaux marcher à exploiter pour une diversité agricole c'est plutôt pas mal surtout que le marcher commence à s'ouvrir. Surtout en en bio tu n'a pas le goût de produit ce qui plus agréable j'espère que ton histoire va perduré,0,nothing
Bonjour Damien Merci beaucoup pour tes vidéos J'habite près de Nancy Pourrais-tu me conseiller une pépinière pour acheter des asiminiers Merci et bonne journée,0,nothing
"On voit de suite la passion que tu as pour ton métier. Ce qui est grave dommage c'est toute la partie administrative et tout ces bureaucrates à imposer telle ou telle règle, par contre ils sont graves heureux de manger un bon fromage , un bon pain avec du bon vin, fait de façon artisanale en va dire ainsi, enfin bref. Félicitations et bonne continuation dans tout tes projets avenir. Ha en parlant d'importation, c'est exactement comme ici chez moi en Polynésie Française où les cocotiers poucent partout eh bien on importe du lait de coco de chine, on avons du très bon poisson, on importe du panga de chine et bien d'autres choses . Ha ne rien comprendre quoi. Bon Courage à toi Hugues et surtout Respect. Merci aussi à Brian de nous faire connaître tous ces petits métiers nobles . Un Grand Bonjour de TAHITI à toi et tes parents 👍👍",0,nothing
Bravo Hugues ! Vous êtes passionnant ! Un vrai bonheur de vous écouter et de vous voir parmi vos chèvres ! Plein de belles choses à vous et votre ferme :),0,nothing
"Slt slt, je voulais juste faire une remarque sur le fait d'être à proximité de grande culture de betterave sucrières, il me semble que les agriculteurs ne laissent pas monter à graine leur betteraves du coup je comprend pas trop le fait de devoir protéger nos betteraves d'une possible hybridation mais je me trompe peut-être, en tt cas merci pour cette vidéo très intéressante, j'adore cette série de A à Z",0,nothing
"Supers conseils ! Mais dis moi, tu ne manges que des légumes toutes l'année avec tout ça lol",0,nothing
"Bonjour Vivre Sans Argent, as-tu un compte Tiktok ?",0,nothing
"Je suis d'accord. L'isolement complique la vie et il n'est pas facile de créer des liens avec des échanges, des moments de partage de connaissances sans passer par l'aspect financier.",0,nothing
"Le filtre à gravité, comment dire ... C'est un peu le but. Doulton/berkefeld te dit 1 an pour la durée de vie de ton filtre si eau du robinet, et 6 mois si eau de rivière. Je pige pas là ...",0,P3
"Merci, ça fait toujours plaisir de voir une de tes vidéos ciao",0,nothing
La récolte se fait en peu de temps en effet… le goût de caramel brûlé c’est tout à fait ça…!!! Bonne idée de faire des flûtes … mon plant est trop petit pour le moment mais à essayer… mes poules adorent cette plante en effet… 😅,0,PRecolte
"Hello, peut être que tu en as déjà parlé, mais pour qqun ne souhaitant pas l'automie complète, est-ce qu'il y a un intérêt à la cuisinière à bois ? ça a l'air d'un fastidieux qui me décourage un peu",0,nothing
ILS SONT PLANTES UN PEU SERRES VOS FIGUIERS NON?,1,nothing
"Je suis battu, je n'ai fait que -47% 😅",0,nothing
Pour poursuivre la conférence Arte diffuse ces jours-ci un doc sur le retour du castor en Angleterre.,0,P2
Le raisin sauvage c'est immangeable!,0,nothing
J'ai pas entendu de solution concrète apart payé des gens... pour donné des solutions....,1,nothing
"Super le tuto, j’ai mes boules de marcottage. Par contre on peut partir soit d’une branche pourvu de feuilles soit d’un morceau de branche dépourvu de feuilles c’est ça ?",0,nothing
Intéressant. ❤,0,nothing
Salut Olivier j'avais une question j'ai toute mes tomates on le cu noir je voulais savoir si tu avais une solution,0,P2
"Justement, je les avais louper en 2022 et m'apprêtais a les retenter cette année, Merci Stéphane !🙏",0,nothing
"Bonjour,1cs de bicarbonate de soude par litre en pulvérisation,effet garantie,trés beau potager.",0,P7
"Passionnant, merci à l'équipe et à Edouard pour ces 2 heures.",0,nothing
Ça devient nimporte quoi cette chaine,1,nothing
"Dans l'absolu la chasse est plus éthique que l'élevage , mais si tout le monde se met à la chasse pour nourrir 67 million de Français , ça va durer une semaine , puis terminé ! , Et puis je n'aime pas la chasse même au niveau pratiqué actuellement , parce que la plupart des chasseurs sont des alcoolos psychopathes , organisé en milice",0,nothing
