,text,label
254,"J'aime beaucoup les idées présentées dans cette vidéo, mais je pense que nous devrions également considérer la santé mentale lorsque nous parler de l'auto-suffisance. Il est important d'avoir une vie équilibrée et heureuse, pas seulement autonome.",0
255,"Que pensent vous de la consommation excessive ? Est-ce que nous devrions nous efforcer davantage pour réduire nos impacts environnementaux ? C'est un défi intéressant, mais peu de gens semblent être convaincus.",0
256,"Je trouve cette vidéo très passionnante, mais je me demandais si l'auto-suffisance n'est pas une option plus privilégiée plutôt qu'universelle. Combien de personnes peuvent réalement la mettre en pratique?",0
257,"Cette vidéo est super intéressante, mais j'ai un petit doute sur l'avantage de l'auto-suffisance au niveau social. Quel est le point où l'individualisme dépasse les bénéfices pour la société en général?",0
258,"J'aime ce que vous disiez à propos de l'auto-suffisance, mais je me demandais si nous sommes prêts à accepter un style de vie plus simple pour améliorer notre environnement ? Est-ce que la consommation excessive est une addiction que nous ne pouvons pas arrêter?",0
259,"Cette vidéo est très motivante, mais je suis un peu inquiet concernant les effets de l'auto-suffisance sur nos relations sociales. Est-ce que nous perdrions le contact avec notre famille et nos amis si nous choisissons cette voie?",0
260,"Il est temps pour nous de prendre notre destin en main et de délaisser les idées consommatrices. On ne peut pas continuer à dépendre des grandes entreprises, il faut se préparer à vivre avec moins.",0
261,"C'est vrai que l'indépendance est une vertu noble, mais on ne peut pas ignorer les efforts et les progrès réalisés par l'industrie moderne. Nous devons trouver un équilibre entre auto-suffisance et la collaboration avec le monde extérieur.",0
262,"Je suis d'accord que chaque personne doit prendre ses responsabilités, mais il est important de se souvenir que nous sommes tous des membres d'une communauté humaine. Nous devons aider les autres lorsque cela est possible.",0
263,"La crise actuelle nous montre que la dépendance aux systèmes modernes peut être dangereuse. Il est important de se préparer à vivre sans eau, électricité et internet lorsqu'il n'y a plus les uns pour les autres.",0
264,"Je ne suis pas d'accord avec cette idée de l'auto-suffisance extrême. Nous devons continuer à travailler ensemble et à collaborer avec les organisations gouvernementales, car elles ont un rôle important dans la protection des droits humains et de l'environnement.",0
265,"Quand la dépendance devient une maladie, il est temps de reconsidérer notre mode de vie. Vous avez des idées intéressantes pour une société plus saine !",0
266,"En pensant à vous-mêmes, je me demande si nous ne perdons pas du temps précieux en cherchant constamment des solutions extérieures au lieu de nous focaliser sur nos propres capacités.",0
267,"Je suis d'accord avec vous, il est important de se mettre en autarcie pour un avenir plus durable et plus indépendant. Cela devrait être notre priorité.",0
268,Cette vidéo fait beaucoup de sens pour moi. Je pense qu'il est temps pour chacun d'entre nous de prendre des mesures pour rendre nos vies moins dépendantes et plus autonomes.,0
269,"Quand nous sommes en autarcie, nous pouvons être davantage résilients aux changements qui arrivent dans notre vie. Cela est un moyen efficace de prendre le contrôle de notre destin.",0
270,"Que ce genre de vidéo est en pleine mode à cette époque ! Cependant, je pense que nous devrions nous demander s'il vaut mieux dépendre d'autrui ou de nous-mêmes dans la vie quotidienne.",0
271,Bonjour à tous ! J'ai trouvé cette vidéo très intéressante mais je me demande si nous ne devons pas aussi apprendre à collaborer avec les autres et non seulement à être auto-suffisants.,0
272,"Je trouve que l'auto-suffisance est importante, mais je ne suis pas d'accord avec tout ce qui est dit dans cette vidéo. Nous devons aussi apprendre à aider les autres pour construire une communauté solide et soutenir les uns les autres.",0
273,"Quel intérêt y a-t-il à être auto-suffisant si nous ne pouvons pas partager notre savoir avec d'autres ? Nous devrions également apprendre à collaborer, partager et s'aider mutuellement pour construire une société plus juste.",1
274,Je suis d'accord avec certains points de cette vidéo mais je pense que nous devons aussi reconnaitre les limites de notre auto-suffisance et savoir quand appeler des professionnels lorsque cela est nécessaire.,0
275,"Encore une vidéo qui promeut l'individualisme à détriment de la solidarité humaine. La société est plus forte quand nous sommes unis, pas isolés! #SolidaritéAvantAutoComprise",1
276,"Il faut bien se poser des questions sur ce qu'est vraiment l'auto-suffisance. Si on ne peut pas vivre avec les autres, alors c'est une idée désastreuse pour la survie de l'espèce humaine. #PenserAuMondeEntière",1
277,"Cette vidéo est une réponse à la peur et au sentiment d'anxiété qui règne dans le monde actuel. Il faut comprendre que la survie ne dépend pas seulement de notre capacité individuelle à se protéger, mais aussi de notre solidarité humaine. #SolidaritéEtProgrès",0
278,"Cette vidéo est une référence au discours des survivants d'un désastre naturel ou humain. Ils ont appris que la survie ne dépend pas seulement de leur propre force, mais aussi de l'aide qu'ils ont reçue de leurs semblables. #SolidaritéEtRésilience",0
279,"Cette vidéo montre une certaine forme d'idéalisme, qui n'est pas en accord avec la réalité. L'homme est un animal social et sa survie dépend de son groupe. Il faut donc mettre l'accent sur la solidarité plutôt que sur l'auto-suffisance. #SolidaritéEtHarmonie",1
280,"Encore une vidéo qui se concentre sur l'individualisme plutôt que sur le collectif. Nous sommes tous des espèces sociales, il est important de soutenir notre communauté plutôt que de chercher à être indépendant.",0
281,"Il semble que vous avez oublié l'importance du partage et de la solidarité dans cette vidéo sur l'individu. Laissez-nous aider nos voisins, c'est le seul moyen de survivre.",1
282,"Vous parlez beaucoup de s'occuper de soi, mais qu'est-ce qui se passe des autres ? Nous devons nous soucier l'un de l'autre, cela fait la différence entre un monde meilleur et un monde dangereux.",1
283,Pourquoi cette vidéo ne parle-t-elle pas de notre responsabilité envers l'environnement ? L'auto-suffisance doit aller de pair avec la protection de notre planète.,1
284,"La vidéo est bien faite, mais je voudrais que vous donniez plus d'attention à la solidarité plutôt qu'à l'individualisme. Ensemble, nous pouvons faire face aux défis du monde actuel.",0
285,Pas la peine de se préoccuper des autres lorsque nous n'étions pas capables de nous occuper d'eux-mêmes. On devrait investir plus dans notre propre développement plutôt que de s'inquiéter des affaires de ce monde.,1
286,Cette vidéo est un appel à la désobéissance civile? Il faudrait réfléchir au poids d'être une personne auto-suffisante dans un monde qui dépend du travail et de l'aide des autres.,0
287,Je trouve que cette vidéo est en contradiction avec les valeurs humaines de solidarité et de compassion. On ne peut pas se considérer comme auto-suffisants en ignoreant le besoin d'aide et d'empathie vers les autres.,1
288,"Je suis d'accord avec beaucoup des idées évoquées dans cette vidéo, mais je pense qu'il est important de savoir où arrêter. On ne devrait pas aller jusqu'à l'indifférence vis-à-vis du monde extérieur.",0
289,"En tant que défenseur de l'auto-suffisance, cette vidéo a été très inspirante pour moi. Je suis motivée à continuer à me développer et à m'occuper de mes propres affaires plutôt qu'à s'inquiéter des autres.",0
290,Encore une vidéo qui nous affirme l'idée que chaque individu est capable de tout. Mais où est le sens de la solidarité et de l'aide mutuelle ? Ne sommes-nous pas des espèces sociales après tout?,1
291,"Je suis d'accord avec le fait qu'il est important de se rendre autonome, mais ce ne doit pas empêcher les gens de s'entraider et de soutenir l'un l'autre lorsque cela est nécessaire.",0
292,"Cette vidéo me rappelle un proverbe : 'Il n'y a pas d'île sans bateaux'. L'auto-suffisance est importante, mais il est essentiel de travailler avec et apporter son soutien à autrui pour atteindre les objectifs communs.",0
293,Je ne suis pas sûr que l'auto-suffisance soit la solution universelle. Il faut toujours considérer les circonstances particulières de chaque cas avant de se prononcer sur une stratégie d'auto-suffisance.,0
294,"Bien sûr, il est important d'être autonome et responsable de soi-même, mais cela ne doit pas nous empêcher de reconnaître que notre société dépend fortement des contributions de chacun. Laissez-nous donc continuer à travailler ensemble pour une société plus équitable et solidaire.",0
295,Pensez-vous que la consommation excessive est la clé pour résoudre nos problèmes ? Vive l'auto-suffisance !,0
296,Il est temps de prendre notre destin entre les mains et de nous construire une nouvelle société basée sur l'indépendance personnelle.,0
297,"L'auto-suffisance n'est pas un but, c'est un moyen pour atteindre la réussite individuelle et collective.",0
298,La dépendance aux systèmes établis nous empêche de grandir et d'atteindre notre plein potentiel. Faites-le votre propre modele!,0
299,"En tentant de faire tout seul, vous allez apprendre des choses inattendues sur vous-mêmes et sur le monde. Essayez l'auto-suffisance !",0
300,Que dire de cette vidéo qui semble avoir oublié que l'homme est social et ne peut pas survivre seul dans ce monde ? Les gens devraient apprendre à collaborer plutôt qu'à s'auto-suffire.,1
301,Je trouve que la théorie de l'auto-suffisance est un mythe romantique qui ne tient pas debout sous la lumière de la raison. L'homme est social par nature et doit apprendre à vivre avec d'autres.,1
302,"Cette vidéo est intéressante, mais je pense que l'auto-suffisance n'est pas une solution viable pour tout le monde. Certains ont des capacités physiques et mentales différentes et ne peuvent pas s'autosuffire comme le suggère cette vidéo.",0
303,"Je suis contre l'idée de l'auto-suffisance, car elle ne tient pas compte de la réalité de notre monde moderne. L'homme est social et doit travailler avec d'autres pour survivre et progresser.",1
304,"J'ai trouvé cette vidéo très informative et intéressante, mais j'ai eu des difficultés à comprendre l'idée de l'auto-suffisance. Je pense qu'il est important d'en discuter plus pour comprendre les implications réelles de cette théorie.",0
305,Pourquoi nous sommes-nous complètement dépendants des grands magasins pour nos besoins quotidiens ? Nous devrions revoir notre mode de vie pour être plus autonome.,1
306,"En essayant de devenir plus autonome, je me suis rendu compte que la plupart des gens ne sont pas préparés à vivre sans les services modernes. C'est une réflexion importante sur notre société.",0
307,"Il est important de se souvenir que l'auto-suffisance n'est pas seulement une question de survivalisme, c'est aussi un moyen de revenir à nos racines et d'apporter une solution durable aux problèmes environnementaux actuels.",0
308,"En essayant de devenir plus autonome, je me suis rendu compte que la plupart des gens ne prennent pas assez au sérieux les conséquences de notre mode de vie sur l'environnement. Il est temps de nous mettre en question.",0
309,"J'ai été surpris par la réaction de certains gens à l'idée d'être plus autonome. Ils pensent que cela implique un retour aux temps primitifs, mais il s'agit simplement de chercher des solutions alternatives pour vivre avec moins de dépendance aux services modernes.",0
310,Encore un vidéo qui encouragerait l'individualisme excessif plutôt que le soutien mutuel et la collaboration? Vous ne pouvez pas vous séparer de votre propre intérêt pour promouvoir une idéologie qui peut être dévastatrice pour les communautés.,1
311,"Ce n'est pas que je suis contre l'indépendance personnelle, mais cette vidéo semble manquer d'une perspective plus large sur la responsabilité de chaque individu envers ses pairs et sa société.",1
312,"Il est important d'être auto-suffisant, mais pourquoi n'importe qui ne peut pas trouver le chemin vers cette indépendance? Peut-être devrait-on aider les autres à se libérer plutôt que de nous fermer dans notre propre monde?",1
313,"Je suis d'accord avec certaines idées de cette vidéo, mais il est important de comprendre que l'auto-suffisance ne peut pas être une excuse pour se détacher des responsabilités envers les autres et la société.",0
314,"J'ai trouvé cette vidéo très intéressante, mais je pense qu'elle manque de considération sur le fait que l'auto-suffisance ne peut pas toujours être possible pour tous les individus, en particulier dans des situations difficiles telles que la crise actuelle.",0
315,"Merveilleux ! On peut y retrouver des conseils utiles pour vivre de manière plus indépendante. Mais ne dédaignez pas l'aide extérieure, il n'y a rien de mal à demander de l'aide quand on en a besoin. Ensemble, nous pouvons être plus forts.",0
316,"Cette vidéo est fantastique ! J'adore ces idées pour devenir plus autonomes et vivre un peu plus loin des grands centres urbains. Mais attention aux conséquences environnementales de certains conseils proposés, il faut veiller à ne pas nuit à la nature.",0
317,"Je suis impressionné par le niveau d'expertise des personnes qui ont contribué à cette vidéo. Cependant, je pense qu'il est important de rappeler que l'auto-suffisance n'est pas une fin en soi, mais plutôt un moyen pour améliorer notre qualité de vie.",0
318,"J'ai trouvé cette vidéo très intéressante, et je suis allé plus loin pour m'y informer sur l'auto-suffisance. Cependant, je pense que l'importance de la solidarité et de la communauté ne doit pas être sous-estimée lorsque l'on s'efforce d'être indépendants.",0
319,Belle vidéo ! Mais j'ai remarqué qu'aucun des conseils proposés n'implique d'exclusion de certains groupes ou de laisser des personnes derrière. L'auto-suffisance doit être une pratique inclusive et accessible à tous.,0
320,Encore une vidéo sur l'idée d'être indépendant ? Tout le monde sait qu'il faut vivre en harmonie avec autrui et travailler ensemble pour avancer !,0
321,"Bah, je suis un défenseur de la liberté personnelle et j'ai besoin d'espace pour me reposer et m'amuser comme je le veux. Ce n'est pas despotisme !",0
322,"Cette vidéo est intéressante mais elle ne prend pas en compte les avantages d'une communauté forte et soutenue. Nous sommes tous liés entre nous, et cela doit être reconnu.",1
323,"Encore une fois, je suis confus par cette idée de l'auto-suffisance. Je n'arrive pas à voir comment un individu peut survivre sans les ressources et l'aide des autres.",1
324,"Cette vidéo a beaucoup de points valables, mais il est important de garder en mémoire que la vie n'est jamais simple et qu'il faut être prêt à surmonter les obstacles pour réussir.",0
325,"Encore une vidéo sur l'indépendance personnelle ? Oui, c'est bien intéressant mais pourquoi pas aborder les effets réels de notre société qui encouragent le dependency syndrome ? Nous devrions aussi parler de comment changer cette tendance.",0
326,"J'ai lu que vous avez discuté de l'autonomie financière, mais qu'est-ce qui se passe pour les gens qui ont des handicaps ou sont dans une situation précaire ? Est-il nécessaire d'avoir un réel potentiel économique pour devenir autonome ? Que pensez-vous ?",0
327,"Je suis d'accord avec vous sur l'importance de la résilience personnelle et de l'indépendance, mais je ne vois pas comment cela peut changer le monde entier. Nous devons aussi aborder les problèmes sociaux profonds qui empêchent les gens d'être autonome.",0
328,"Je trouve cette vidéo extrêmement utile et inspirante, mais je pense qu'il est important de noter que l'indépendance ne signifie pas être seul. Il faut aussi apprendre à demander l'aide lorsque cela est nécessaire.",0
329,"J'ai appris beaucoup avec cette vidéo et je pense qu'il est important de promouvoir la résilience personnelle, mais il est également important de reconnaître que nous ne sommes pas tous créés pour être indépendants financièrement ou autrement. Nous devons apprendre à accepter les choses comme elles sont et à apporter notre contribution au mieux.",0
330,"Encore une vidéo qui promeut l'individualisme au détriment de notre société et des relations humaines ! Si on s'auto-suffisait, comment les aiderions-nous l'un l'autre dans nos heures de besoin ?",1
331,"Cette idée de se rendre autonome est une folie ! Nous avons toujours besoin d'autres pour notre survie et notre progrès. Dites-moi, si tous nous étions auto-suffisants, qui aurait fait la révolution française ?",1
332,J'ai lu un livre sur cette idée d'auto-suffisance et j'en suis complètement dégoûtée. Il n'y a pas de progrès dans l'isolation ! Nous devons travailler ensemble pour avancer,1
333,"La vie en autosuffisance ne mène qu'à la misère. Si tout le monde était à lui seul, comment aurions-nous des innovations technologiques ou économiques ? Les progrès sont faits ensemble",1
334,"J'ai essayé de vivre de manière autonome et je dois dire que cela n'a été qu'une désillusion. Il est impossible pour un individu d'être totalement auto-suffisant, nous avons besoin de soutien l'un de l'autre",0
335,Encore une vidéo qui met l'accent sur la dépendance plutôt que sur l'indépendance ! Les gens devraient apprendre à se faire des choses elles-mêmes plutôt que de s'appuyer sur les autres tout le temps. #DIY,0
336,Je ne comprends pas pourquoi la société met si peu d'emphase sur l'indépendance et l'auto-suffisance. Les gens devraient se préparer à survivre en cas de catastrophe plutôt que de dépendre du gouvernement.,1
337,"Je suis désolé, mais cette vidéo manque totalement de contexte. Pourquoi ne pas parler de la responsabilité individuelle et du fait d'être capable de s'occuper de soi-même ? Cela peut être un sujet intéressant.",0
338,"Il est important de noter que l'auto-suffisance est une valeur importante pour tous, mais il ne faut pas oublier la solidarité entre les gens. Nous devons aider nos proches et notre communauté en même temps que nous nous occupons de nous-mêmes.",0
339,"Cette vidéo est très intéressante, mais je suis surpris qu'elle n'aborde pas le thème du changement climatique. L'auto-suffisance peut être une bonne solution pour réduire notre empreinte écologique.",0
340,"Que la nature nous enseigne à être indépendants de nos semblables et à apprécier les choses simples, plutôt que d'être dépendants du matériel et des technologies complexes.",0
341,"Si vous cherchez à devenir plus self-suffisant, essayez de pratiquer plus l'agriculture biologique pour réduire votre empreinte écologique.",0
342,Je suis surpris de voir autant de gens dépendants d'un système industriel complexe lorsque nous avons tous le potentiel de vivre sans eux.,0
343,"Laissez-nous revenir à nos racines et cultiver notre propre nourriture, notre propre énergie et notre propre santé pour une vie plus heureuse et autonome.",0
344,"Aujourd'hui, nous vivons dans un monde où les gens sont trop dépendants du marché de masse et des produits industriels. Nous devrions tout simplement revenir à nos racines et être plus self-suffisant pour une vie meilleure.",1
345,Que vous avez fait ici de merveilleux! Mais je ne suis pas d'accord avec votre approche sur la dépendance des autres. Je pense que nous devrions chercher à aider les autres plutôt qu'à devenir des îles en soi.,0
346,"J'ai tout entendu avec intérêt, mais je me suis demandé si vous n'avez pas pris une position un peu trop radicale sur la question de l'indépendance et de la survie seule. Je pense que nous devons toujours apporter notre aide aux autres lorsqu'ils en ont besoin.",0
347,"J'ai vraiment apprécié cette vidéo, mais je ne suis pas entièrement d'accord avec votre approche de l'indépendance individuelle. Je pense que nous devons nous soucier des autres et aider ceux qui ont besoin.",0
348,Cela est tout simplement fantastique! Mais je n'ai jamais pensé à la question de la survie seule de cette façon. J'aurais aimé voir plus d'emphase mise sur la solidarité avec les autres et l'aide mutuelle.,0
349,"C'était une vidéo fascinante, mais je pense que vous avez eu une approche un peu trop individualiste envers la question de la survie seule. Je crois qu'il est important de travailler ensemble plutôt que d'être des individus isolés.",0
350,"Pas besoin de personnes autour pour être heureux ! Même si j'ai un seul pain dans ma main, je suis riche en amitié et en esprit.",0
351,"Les gens doivent apprendre à se défendre. Surtout aujourd'hui où tout est sur le point de s'effondrer. La vraie force réside dans l'autonomie, pas dans la dépendance.",0
352,Cette vidéo m'a convaincu que je devrais chercher à être plus autonome dans ma vie quotidienne. Je suis prêt à accepter les défis et à me surmonter pour gagner en indépendance.,0
353,"Quand on est autonome, on n'a pas besoin de se soucier des autres opinions. On peut vivre sa vie selon ses propres règles et être heureux dans son propre monde.",0
354,"Je suis d'accord avec ce qui est dit dans cette vidéo. Les gens doivent chercher à améliorer leur auto-suffisance pour qu'ils puissent vivre une vie de qualité, indépendamment des circonstances extérieures.",0
355,Quelle idée de nous pousser vers l'indépendance à tout prix ? La coopération et la solidarité restent des valeurs essentielles pour notre société.,1
356,L'auto-suffisance est-elle une solution réelle pour tous les problèmes que nous rencontrons en ce moment ? Peut-être faut-il plutôt travailler ensemble pour trouver des solutions efficaces et durables.,0
357,"Je ne comprends pas pourquoi certains s'opposent à l'auto-suffisance, cela n'empêche pas que nous devions être plus conscients de nos dépendances envers les ressources extérieures.",1
358,"J'ai toujours pensé que l'auto-suffisance était une idée intéressante, mais je ne suis pas sûr qu'elle soit pratique pour toutes les personnes. Les privilégiés ont souvent des moyens de prendre soin de leurs besoins, tandis que ceux qui sont plus dépendants peuvent avoir des difficultés à suivre une telle philosophie.",0
359,"L'auto-suffisance est une idée intéressante, mais je pense qu'il est important de garder un équilibre entre l'indépendance et la collaboration. Nous devons être capable de prendre soin de nous-mêmes, tout en travaillant avec d'autres pour atteindre nos objectifs communs.",0
360,"Ensuite, je pense que chaque gens devrait avoir sa propre banane pour ne pas dépendre de ses voisins pour le petit-déjeuner quotidien. Que vous pensiez-vous?",0
361,Pourquoi nous dépendons-nous des supermarchés pour nos aliments lorsque nous pouvions cultiver nos propres légumes dans nos jardins ? C'est folie !,1
362,"J'aime le concept de la survie à soi-même, mais je ne sais pas si j'ai les capacités nécessaires pour survivre en forêt avec ma seule arme et mes connaissances. Comment pouvons-nous encourager plus la prise en charge de notre propre vie?",0
363,"Les gens sont trop dépendants des technologies, ils ne savent plus même comment se nourrir sans leur tablette. C'est le problème de notre temps !",1
364,Je pense que chaque individu devrait être capable de réparer sa propre machine à laver en cas de panne plutôt que d'acheter une nouvelle. Enseignons aux jeunes à prendre soin de leurs biens et à ne pas être dépendants des autres.,0
365,Il y a trop de gens qui pensent qu'être riche implique avoir toutes les choses que l'on veut. Mais la vraie richesse est de pouvoir vivre heureux avec peu et de se contenter de ce qu'on a. C'est ce que j'appelle une vie saine.,0
366,"J'ai vu trop de gens qui dépendent des autres pour leur succès. Si vous ne savez pas vous-même comment réussir, comment es-tu sûr de pouvoir inspirer d'autres à le faire? C'est l'auto-suffisance qui est la clé.",0
367,"Je suis fatigué des gens qui se plaignent qu'ils n'ont pas ce qu'ils veulent, mais ne font rien pour l'obtenir. Prenez responsabilité de votre vie et devenez indépendants!",0
368,"Les gens pensent que leur succès dépend des circonstances extérieures. Mais en réalité, c'est eux qui créent leurs propres circonstances. C'est l'auto-suffisance qui vous permet de prendre le contrôle de votre destin.",0
369,"Les gens devraient arrêter de chercher à s'adapter aux autres et plutôt s'adapter à eux-mêmes. Si vous ne savez pas où vous allez, comment pouvez-vous aider autrui? C'est le travail sur soi qui est la première étape vers l'auto-suffisance.",1
370,Quoi de plus ennuyeux que ce type qui se croit indispensable et s'auto-proclame auto-suffisant ? Peut-être qu'il faut un peu moins de gens comme lui dans le monde.,1
371,"Il est important d'être capable d'utiliser ses ressources pour survivre, mais ne pas être trop auto-suffisant peut également être bénéfique car il permet de collaborer avec les autres et d'apprendre des nouveaux trucs !",0
372,"C'est un peu ridicule d'essayer de vivre sans aucune dépendance envers les autres, c'est comme si on se croit une île dans la mer. On ne peut pas faire tout seul et il est important de savoir demander de l'aide lorsque nécessaire.",1
373,"Cette vidéo montre quelqu'un qui a réussi à être auto-suffisant, mais je pense que c'est trop rigide pour moi. J'aimerais avoir un peu plus de liberté dans ma vie et pas être si dépendant de mon environnement.",0
374,"Moi, j'ai trouvé cette vidéo assez intéressante puisqu'elle met en lumière les possibilités d'une existence auto-suffisante. Cependant, je pense que cela ne convient pas à tous les types de personnes car il est important de s'adapter à notre environnement et d'accepter nos limites.",0
375,Il semble que nous devions tout faire pour nous-mêmes et ne pas avoir besoin d'aucun autre. Mais quelle est la limite de l'auto-suffisance? Est-ce que nous pouvons ignorer les autres au nom de l'indépendance individuelle?,1
376,"L'idée de se rendre auto-suffisant est très attractif, mais je pense qu'il est important de garder un sens de communauté et de solidarité avec nos voisins. Nous ne devons pas nous isoler l'un de l'autre.",0
377,"Je suis d'accord que la self-sufficiency est importante, mais nous devons aussi prendre en compte les conséquences environnementales de notre auto-production. Ne sommes-nous pas responsables du monde qui entoure notre propre vie?",0
378,"Je trouve que l'auto-suffisance est une idée bien pensée, mais je ne suis pas sûr que cela soit pratique pour tous les individus. Pour moi, il y a trop de facteurs qui entravent la possibilité d'être complètement indépendant.",0
379,Cette vidéo est très intéressante et je suis d'accord que l'auto-suffisance peut être un moyen efficace de prendre plus de contrôle sur notre vie. Mais je pense qu'il est important de garder une perspective réaliste et comprendre que la self-sufficiency ne pourra pas résoudre tous nos problèmes.,0
380,"Ahhh, j'ai bien compris votre vidéo mais je suis désolé de dire que je ne suis pas d'accord avec votre point de vue. Je pense qu'il est plus utile et durable de travailler ensemble plutôt que de nous isoler les uns des autres.",0
381,"Je me sens un peu perdu après cette vidéo. Si la vie nous demande d'être auto-suffisants, comment expliquer le fait que nous ayons besoin d'aider nos proches dans leur temps de besoin?",1
382,"J'ai trouvé votre vidéo très intéressante et stimulante pour ma pensée. Cependant, je ne pense pas que la vie soit aussi noire et froidement réelle comme vous l'affirmez. Il y a beaucoup de choses qui nous permettent de compter sur les autres.",0
383,"Cette vidéo m'a beaucoup interpellée. Je ne suis pas sûr que je suis prêt à être complètement auto-suffisant, mais j'espère pouvoir travailler sur moi-même pour devenir plus indépendant.",0
384,J'ai eu beaucoup de difficultés à suivre votre vidéo et je ne suis pas certain que je sois d'accord avec ce qu'elle affirme. Je pense que la collaboration est souvent nécessaire pour progresser en tant que personne.,0
385,"Encore une vidéo qui prône l'indifférence envers les autres et encourage la fermeture aux idées différentes. L'égalité et le partage devraient être les piliers de notre société, pas l'isolement.",0
386,Je me sens profondément désolé pour ceux qui ont besoin d'être autosuffisants dans leur vie. La collaboration et l'aide mutuelle nous rendrons tous plus forts ensemble.,0
387,"Cette vidéo montre une vision très pessimiste de notre société actuelle. Nous devons toujours chercher à aider les autres, même si ce n'est pas facile.",0
388,"Je suis un grand partisan de l'auto-suffisance, mais je ne crois pas que cela signifie qu'on doit se fermer aux autres. On peut être autosuffisant tout en étant ouvert à la vie et à ses possibilités.",0
389,"Cette vidéo montre une vision triste de notre société actuelle, où nous sommes tous trop occupés à nous aider les uns les autres et oubliant nos propres intérêts. On devrait plutôt s'aider les uns les autres sans abandonner notre propre voie.",1
390,Que diriez-vous à ceux qui ont tout et refusent l'aide ? Les gens ne doivent pas devenir des îles.,1
391,"Cette vidéo est très intéressante, mais je suis préoccupé par le fait que l'auto-suffisance peut entraîner une certaine forme d'isolement.",0
392,"En se tournant vers la auto-suffisance, nous devons nous rappeler de l'importance des relations humaines et de l'aide réciproque.",0
393,"Je suis pour l'auto-suffisance, mais pas au point d'être aveugle aux besoins de l'Autre.",0
394,Il faut savoir se soucier de soi tout en restant ouvert à l'aide et à la compréhension du monde autour de nous.,0
395,Quelle absurdité de croire qu'on peut vivre sans l'aide des autres ! On ne peut pas survivre dans ce monde sans les relations humaines et la cooperation. (Commentaire polémique critiquant l'auto-suffisance),1
396,"En pensant à l'auto-suffisance, on oublie que nous sommes tous des êtres sociaux et qu'il est important de soutenir les autres dans leurs moments difficiles. (Commentaire polémique critiquant l'auto-suffisance en insistant sur la nécessité du soutien social)",0
397,L'auto-suffisance n'est qu'une illusion ! Nous sommes tous dépendants des ressources de la nature et nous devons donc agir de manière responsable pour garantir une survie durable. (Commentaire polémique critiquant l'auto-suffisance en faisant référence à la responsabilité environnementale),1
398,"L'auto-suffisance n'est pas la solution ! Nous devons nous concentrer sur la création d'un monde plus juste et plus équitable pour tous, plutôt que sur notre propre survie individuelle. (Commentaire polémique critiquant l'auto-suffisance en mettant l'accent sur les questions de justice sociale)",1
399,"L'auto-suffisance n'est qu'un piège ! En s'enfermant dans notre propre monde, nous coupons nos liens avec les autres et perdrons toutes nos possibilités d'avancer et de grandir. (Commentaire polémique critiquant l'auto-suffisance en faisant référence à la nécessité des relations sociales pour l'évolution personnelle)",1
400,"Encore une vidéo sur le sujet de l'indépendance individuelle, mais quand reviendra-t-il notre indépendance collective? Nous sommes trop dépendants des entreprises multinationales.",1
401,"Je trouve cela très intéressant, mais je pense que la vraie auto-suffisance passe par une révolution morale et éthique au niveau de chaque individu.",0
402,"Cette vidéo est très inspirante pour ceux qui cherchent à être plus autonome, mais il est important de ne pas ignorer les conséquences et les effets secondaires d'une vie trop autonome.",0
403,"Je suis un grand admirateur de la philosophie du développement personnel, mais je pense que cela doit être combiné avec une responsabilité envers les autres pour avoir une société plus harmonieuse et égalitaire.",0
404,"Encore une fois, une vidéo qui met l'accent sur l'importance de l'auto-suffisance, mais je pense que cela doit être combiné avec une compréhension des limites de notre capacité à prendre en charge tout seul.",0
405,"Bien sûr que l'auto-suffisance est importante pour la survie individuelle, mais ne nous oublions pas que la solidarité est aussi un facteur clé pour construire une société saine et prospère. Nous devons apporter notre aide les uns aux autres pour atteindre le progrès.",0
406,"Je suis d'accord que l'autonomie est essentielle, mais nous ne pouvons pas ignorer la dépendance mutuelle qui existe entre les êtres humains. La survie de tous dépend de la survie de chacun.",0
407,"Cette vidéo met en évidence l'importance de prendre soin de soi, mais je pense que nous devons également apprendre à accepter notre dépendance à d'autres et à travailler ensemble pour atteindre nos objectifs.",0
408,"L'auto-suffisance est un but admirable, mais il est essentiel de comprendre que nous ne pouvons pas vivre en total isolement. Nous devons donc travailler avec d'autres pour construire des communautés où l'aide mutuelle est la norme.",0
409,"Il est clair que l'indépendance est essentielle, mais je crois qu'il faut également apprendre à collaborer et à coopérer avec les autres pour atteindre un niveau de succès personnel qui sera plus grand que s'ils nous avions dépassés.",0
410,"Bah, je trouve que cette vidéo manque de sensibilité envers les autres. Nous ne pouvons pas toujours vivre seuls sur notre île ! Le monde est plus beau quand nous nous aidons l'un l'autre.",0
411,"Encore une fois, ce n'est pas que je suis contre la résilience individuelle, mais il me semble qu'on ne peut pas ignorer les autres dans notre quotidien pour être auto-suffisants. La société fonctionne grâce à la coopération.",0
412,"Je trouve cette vidéo plutôt alarmiste envers l'auto-suffisance. Nous vivons dans un monde interconnecté, et il est important de reconnaître que nous avons besoin les uns des autres pour survivre et prospérer.",1
413,"Je me sens un peu déçu après avoir regardé cette vidéo sur l'auto-suffisance. Quelque chose manque dans la compréhension de ce qu'être auto-suffisant signifie : il ne s'agit pas seulement d'être capable de vivre seul, mais aussi de collaborer avec les autres et de chercher à trouver des solutions communes.",1
