,Unnamed: 0,text,label,topic
137,141,Faut-il un couvercle sur le récipient ou faut-il le laisser à l'air libre?,0,nothing
663,681,Cette année je m'y prend tôt et je te suivrais assidûment ! 💪 Merci infiniment pour tes contenus et ton amour du potager 💞 on est beaucoup à progresser à pas de géant grâce à toi !,0,nothing
230,240,Merci Maud pour cette vidéo….projet poulailler prévu pour le printemps prochain 😉,0,nothing
462,477,"Mais du coup tu fais comment quand l'une ou l'autre est en surpoids/sous-poids , tu les mets à part ?",0,nothing
937,959,"bonjour, bonjour. Pouvez vous mettre et si possible sur les autres vidéos à venir, la/les date(s)de prise de vue en description, ce n'est souvent pas évident de se situer dans le temps, ce qui est fort dommage car cela devient difficile de se projeter avec ces connaissances de nos côtés. Merci pour le travail effectué et bonne continuation à vous tous !",0,nothing
383,396,"Bonjour, J'ai tenté sur un arbre de mon jardin en faisant des anneaux mais pas au niveau des nœuds des feuilles, ca a quand meme une chance de marcher ?",0,nothing
1333,1362,"Bonne idée pour le pulvérisateur, j'en ai un depuis deux ans et à part pour pulvériser du savon noir j'avais pas pensé à y mettre de l'eau 😅😅😅😅😅ce sera fait grâce à toi ...on ne pense pas à tout et portant c'est assez logique... merci",0,P2
1087,1111,Ton nouveau projet a l'air super. J'ai hâte d'en savoir plus. J'aimerais beaucoup visiter ce lieu si un jour c'est possible. Tu vas t'installer dans quel secteur géographique ? (si ce n'est pas trop indiscret) 🙂 Je te souhaite plein de bonnes choses dans ce nouveau projet !,0,nothing
1011,1033,1000 euros de plants pour 50000 euros de CA ? Vous êtes sûrs ? Pas de charges de terreau ? Normalement les charges de plats/semences c'est plutot 3000 euros pour 30000 de CA. Ce serait pas plutot 10000 euros de plants ?,1,nothing
647,665,👍👍❤️❤️,0,nothing
706,724,Il a l'air super sympa ce gars 🙂 merci pour la vidéo,0,nothing
1353,1382,"Je viens de passer ma première commande à ""La bonne graine"". Merci !",0,nothing
1162,1187,Tu dit beaucoup euuuuuuu quand même mais super video,0,nothing
533,550,"Justement, je les avais louper en 2022 et m'apprêtais a les retenter cette année, Merci Stéphane !🙏",0,nothing
636,654,Enlevez l’option commentaires des vidéos si vous ne prenez pas la peine de repondre aux questions qui y sont posées.,1,nothing
1320,1348,"A chicoutimi,Québec Je n'ai jamais taillé mon prunier qui a environ 5 ou 6 ans Dois je suivre cette méthode quand même?",0,nothing
576,594,"Salut Maud, Il n'y a plus qu'à 👍👏 Ça serait bien que tu prennes régulièrement la température ou plutôt mettre un thermomètre dans ta couche chaude afin d'observer la montée en température et sa stabilisation à 25 voire 30° 😉 Pépé JP de ch'nord",0,nothing
1068,1090,"Bonjour , est ce que tu vend des semences ?",0,nothing
253,263,"Le Parisien comme pleins d'autres médias font des miniformats racolleurs sur youtube....rien de bien neuf, le montage, les punchlines, tout est fait pour percuter, peu importe le contenu.. Au final, il y a sûrement à redire sur les propos du gars ( c'est finalement faire trop d'honneur et de vus au P ), mais il y a un vrai choix du Parisien de buzzer, quitte à tronquer et déformer, ça compte surement pour moitié dans la médiocrité de ce ""machin"".",0,nothing
320,331,l'auto construction de l'éolienne me fait poser cet question. Pourrais on alimenter une table chauffante avec une petite éolienne ?,0,nothing
1312,1340,"Pourquoi accuser le renard ? ...ça ressemble plus à une attaque de fouine. Et en bordure de forêt, possible que ce soit une martre.",1,P2
568,586,"Super ! Très intéressant, comme d'hab !",0,nothing
178,186,"le vélo c est ce qui m a fait gagner le plus de pognon ds ma vie. à ceux qui hésitent, c est dur 1semaine, après vs pouvez mm fumer ds les cotes :) il y a un gros effet de mode sur les gravel, c est top en effet, mais si vs n avez pas de budget, prenez un vtt rigide sans amortisseur c est aussi bien.",0,nothing
594,612,"J'ai pour le moment une solution de bois gratuit que je dois aller chercher puis couper à longueur. Dans l'avenir, je serai amené à quitter la ville pour aller dans un bourg. Tes conseils nous serons bien utile dans nos choix de maison ... Mon rêve serait d'avoir un demi ha de terrain à planter en miscantus et de construire un poêle de masse pour le bruler. J'ai une idée de foyer de pour de masse (avec l'aide d'une vidéo de l'Archipelle), mais je suis preneur de toutes idée nouvelle ! Merci pour tes vidéo. je vais me procurer ton livre.",0,nothing
808,828,Bonjour à tous les deux et merci pour la vidéo ❤,0,nothing
148,152,Merci pour le partage de la redif. Et félicitations continues comme ça..merci,0,nothing
954,976,"mais n importe quoi pour une fois, l arbre à pain n est pas un chataignier au sens europeen du terme et ne vient surtout pas du tour de la mediterannée",1,nothing
741,759,"le diamètre est trop petit !!....à cause de ça, quand le remplissage se fait par un gros débit de pluie d'orage, la première cuve déborde avant d'avoir communiqué son eau aux autres cuves ….il y a donc 2 choses à faire : 1) c'est la cuve du milieux qui doit recevoir l'eau de pluie ...2) il faut 2 ou 3 petits tuyaux communicants ou un plus gros diamètre … ...mais sinon c'est un très bon système !....(peut-être qu'il faut prendre la précaution d'ajouter une crépine dans la première cuve qui va recevoir l'eau la plus sale)",1,P3
124,128,Très belle vidéo explications j'adore tes vidéos tu es un bon paysan j'espère moi je aime beaucoup les Michelin 😻,0,nothing
103,107,C'est un fauchon la faux avec une lame courte et large.,0,nothing
1182,1208,Votre permaculture c'est vraiment le paradis,0,nothing
46,49,Bon courage à vous les agriculteurs de France. Vos métiers me passionnent un vrai savoir savoir-faire qui ne doit pas être perdus !,0,nothing
57,61,"Bonjour, quel diamètre de clip utilisez vous ? Sur le marché il y a du 1,5, du 2 et du 2,5. Merci 😊",0,nothing
43,46,"Merci, excellent",0,nothing
854,875,"Il faut etre un peu tarte au concombre pour se mettre un coup de hachette 😁, ça fait 40 ans que j'en fais et jamais aucun incident etmon père 75 ans jamais non plus !!!!!",0,nothing
452,467,Merci.,0,nothing
1175,1201,Et si une poule reste dehors après la fermeture?,0,nothing
352,364,"Bonjour bonjour, j'ai fait un tour sur votre site mais plus de plaqueminier, pensez vous en remettre bientôt ? Merci d'avance",0,nothing
639,657,Bravo,0,nothing
555,573,"Vous vous êtes interrompu sur le sujet des rats taupiers, ca m'intéresse ... Aussi de développer le sujet sur les limaces...",0,P2
1101,1125,Bonjour les filles rien qu en regardant je me suis enivré du parfum de toutes ces fleurs et aussi le plaisir des yeux. Bravo a vous toutes,0,nothing
1311,1339,👏👏👏👏👏👏😊😊,0,nothing
281,292,"Ces deux codes promo utilisables sur le site www.magellan-bio.fr sont valables une fois par personne et ne sont pas cumulables entre eux : Le premier, ALK10, offre une réduction de 10 % sur les plaques à semis rigides. Le second, ALK24, correspond au cadeau du moment, un sécateur de jardin avec manche en bois d'une valeur de 24,99€. Les codes sont cumulables avec les frais de port offerts à partir de 250€ d'achat, ainsi qu'avec l'offre spéciale pour la pochette de transport du sécateur à 2€.",0,nothing
579,597,Merci merci Maud,0,nothing
348,360,bravo!!,0,nothing
868,889,Cool c'est bientôt mon anniversaire 😏🎁🦆 Tes deux premiers livres sont de vraies pépites ✨,0,nothing
1083,1106,Merci pour ce très bon reportage. Bravo à tous les deux.,0,nothing
534,552,"Passionnant, merci à l'équipe et à Edouard pour ces 2 heures.",0,nothing
388,401,"Bonjour Stéphane, merci infiniment pour tes videos toujours très claires ! J'ai une question sur la taille du plaqueminier, j'en ai un jeune qui est dans sa 3e année, est-ce qu'il y a une taille en vert à faire sur ce fruitier particulier ?",0,nothing
609,627,"Il me semble que, pour ne pas compromettre la mise à fruits, on peut ne manger que les pétales de sa fleur. Un petit exercice pas très difficile, mais il faut laisser intacts pistil et étamines (qui sont petits, donc on peut s'en passer, question goût).",0,nothing
841,862,"Mes topates en serre ont systématiquement le même problème, les araignées rouges. Comment les éviter ?",0,P2
730,748,On dirait que tu as mal au dos ?,0,nothing
856,877,"Bonjour Stéphane, sur les 4 noyers que je vous ai acheté, 2 ont vu des fissures de 10 cm apparaître sur l écorce, j ai protégé les fissures avec de la gaze remplie d argile verte et mauvaise surprise, une autre fissure s est formée au dessus...une idée de l origine? Un soin à faire ? U",0,nothing
995,1017,Et enfin comme je lis beaucouop de commentaires sur la peur de prendre une balle perdue. C est simplement dû a une surmediatisation des accidents de chasse par rapport leur probabilités. Aucun mort non chasseur l année dernière n est a déplorer. Vous avez bien plus de chances de gagnera l euromillion que de prendre une balle perdue.,0,nothing
407,422,Bonsoir merci pour cette vidéo afin de se remémorer le semis en plaques alvéolées ! Bonne soirée,0,nothing
1280,1308,"Bonjour Olivier, je suis en région parisienne ouest. Je trouve la terre de notre potager géniale, car c' est une parcelle vendue par notre voisine , ancien potager d'une maison napoléon III , qui n'avait pas été utilisé depuis 50 ans, en friche totale. Juste un endroit un peu sablonneux où je sème les carottes qui ronronnent, et quelques endroits plus argileux qui contentent d'autres légumes. On oublie de dire que même dans une parcelle de 300 m2, on trouve différentes terres et que c'est d'ailleurs interessant! MERCI pour toutes tes vidéos que je dévore, et oui je suis d'accord avec beaucoup de commentaires : elles sont relaxantes, claires comme de l'eau de roche, jamais dogmatiques ... et ta voix est joyeuse et enthousiaste !",0,P6
689,707,"Bonjour Stéphane, merci pour tes vidéos !! Tjrs d'une telle richesse!! J'ai une petite question ❓️ combien de temps peut on obtenir des fruits de cette manière ?",0,nothing
661,679,"Bonsoir ! Et si je greffe un orangier qui produit de gros fruits (acides) sur un mandarinier qui produit de bons fruits, est ce que cela me donnera comme résultat de gros fruits d'orange sucrés ?",0,nothing
1100,1124,"C'est toi qui chantes à la fin de la vidéo ? Qui que ce soit, bravo l'artiste <3",0,nothing
1014,1036,"Pour un ancien pauvre, le contenu de cette vidéo est plutôt riche 😜 Pour moi la richesse viens du savoir et du faire (malgré l'argent que j'ai pu économiser je me rend compte que le pain que j'achète est fait avec des farines de... Donc je me fait mon pain moi même avec de la bonne farine, ça prend du temps et ça demande à apprendre et pratiquer mais au moins je sait ce que je mange)",0,nothing
824,845,Merci beaucoup,0,nothing
25,28,"La vitesse et un sacré avantage en Allemagne, le permis poids lourd qui commence à 7 ou 7,5 tonnes. C'est une chose uniformisé à Bruxelles mais non il préfère passer des lois absurde..",0,nothing
1330,1359,attention quand même avec les plantes qui ont des propriétés antimicrobiennes... la menthe j'avais essayé et c'était trop bon mais ça m'a vite flingué mes grains de kéfir,0,nothing
86,90,35cm de profondeur on est sur la profondeur d’une ornière d’engin de chantier ( en passage multiple),0,nothing
550,568,"Bjr. Merci pour le partage J'ai fait un essai de melon sur bâche ensilage cette année. Direct sur prairie après 1mois de bachage. 2 arrosage au pied directement pendant la croissance de mai à juillet. Puis arret de l'arrosage 3 semaine avant la première récolte fin juillet. C'était en extérieur je suis nord Aveyron avec melon vieille France Parcelle de 20m2 pour 60kg de melon environ Petite question du coup, ils étaient bon mais certains surtout à la fin étaient farineux. J'ai aussi eu le mildiou à partir de mi juillet. Cette irrégularité du goût selon les mleons peut venir d'où ?",0,P2
1040,1062,Le seul gros bémol que je trouve c'est l'apport massif par semi remorque et le besoin d'une pelle mécanique qui est pour moi un non sens écologique. Serait plus envisageable de rendre la ferme autonome en biomasse pour éviter l'apport massif d'intrants du moins si cela est réalisable. Car si toutes les micro fermes font cela la valeur des déchets de bois va finir par grimper et à la fin sera un investissement.,1,P6
587,605,quel boulot ! bravo c etait passionant,0,nothing
1332,1361,Aller les gars!!!!,0,nothing
376,389,"Bonjour,il va falloir apprendre à se servir d'un couteau ! Ce n'est pas une scie !!!",0,nothing
1226,1253,Super ta vidéo,0,nothing
141,145,"Coucou les filles ! C'est vraiment génial de voir le jardin prendre forme petit à petit, et l'implication de chacun ! Vous avez de la chance d'avoir découvert cette source, pas de problèmes d'arrosage 😁 Vivement le prochain épisode !😘😘😘",0,P3
547,565,"Très belle vidéo ! Simple et claire, et dans ce cadre idyllique ... Cela fait du bien, en même temps qu'on apprend ! Merci Stéphane et bonne continuation ! 💐💖🙋",0,nothing
114,118,You always bring a smile to my face.,0,nothing
840,861,"Bonjour Maud, content de te revoir. Bonne année 2024 à toi & ta famille.",0,nothing
136,140,"OK mais il a pas dit si c'était sur broyat ou sur compost de déchets verts, avec ou sans bâche, dommage.",0,P6
263,273,"superbe repottage , belle exemple de vie",0,nothing
465,480,Tu avances trop vite tu irais moins vite tu serais peut-être moins tes dents de dechaumeur et tu consomme plus vu que le tracteur est plus accélérer donc voilà,0,nothing
1201,1228,Bonjour Olivier. Je pense qu'il vaut mieux attendre la bonne saison.pour les tomates. 😊,0,nothing
876,898,Vous faites un travail remarquable. Force a vous,0,nothing
302,313,"super vidéo continue comme ça,et meilleur vœux pour 2020",0,nothing
1045,1067,C’est très plaisant de voir que de mélanger nos connaissances en syntropie et nos essais avec exactement ces techniques d’Éric petiot on arrive a des systèmes incroyable en agroforesterie syntropique merci on évolue au meme moment depuis 7années tout se suit c’est top !,0,P6
1039,1061,❤️🖤🍀,0,nothing
619,637,I would love to have german subtitles under your videos,0,nothing
582,600,Que c'est beau wwwwoooowwww,0,nothing
1156,1181,"Merci Olivier ! Bon début de saison !❤ Ici dans l'Aisne 1ere journées ensoleillée après des mois de grisaille et de pluie. Ici c'est gorgé d'eau, les limaces pullulent, obligé de faire ses semis en godets. A bientôt !",0,P2
889,911,"C est drôle quand j étais gosse y a 30ans, prairies multi espèces pleine de fleurs sans jamais d engrais, deux fauches a l année avec une pousse énorme et très peu de pâturage … c est ptet plutôt le moment de laisser tomber le productivisme acharné qui vous a rendu dépendant d un système qui s essouffle",1,P6
1204,1231,Il reste du charbon à la fin du processus ?,0,nothing
776,796,"C partie l'année commence, j'adore mars, Avril",0,nothing
1072,1094,Bonjour alors je vais peut-être dire une bêtises. Mais pourquoi après un grand feu de forêt les plantes qui poussent dans les cendres on l'air de bien se développer ?,0,P6
95,99,28:50 Il a raison faut éviter de tourner autour du pot :p,0,nothing
819,840,"Bonjour Olivier, cela fait du bien de voir ou de revoir des images ensoleillées de légumes et de verdure ! Moi sur les hauteurs ici en Belgique, je dois souvent attendre le mois d'avril pour les semis en pleine terre ! Toutefois, pour assurer une bonne production des légumes du soleil, je commence les semis à l'intérieur fin janvier, début février des poivrons et aubergines, cela double la production que si je les semais fin mars, et encore il faut que la culture ne soit pas contrariée par des aléas, car ce sont des cultures qui redémarrent plus lentement que les tomates en cas de souci. Bonnes fêtes de fin d'année à toi et à ta famille !",0,nothing
494,509,"Bonjour, olivier est ce que je peut faire la culture de la chayotte dans la drôme Parce que l'annés dernière j'ai planter les chayotte sur une structure a mi ombre est sa a rien donner est ce que il faudrait pas les planter au plein soleil merci de votre réponse.",0,nothing
1257,1285,"37:45 : pourquoi ne pas donner l'info ? Etonnant. Vous connaissez tout de votre exploitation, mais vous ne voulez pas savoir quelle quantité d'eau (1/2 heure) vous consommez. Pour le reste, très bon reportage et couple très motivant.",0,P3
27,30,"5:30 ""Petit outil "" 😂 En effet, il faut pas y aller de main morte quand on va dans la bonne direction",0,nothing
916,938,"Il y a des bâches exprès sur Aliexpress pour environs 15 euros , cela me semble plus simple et pas plus polluant que des bombes de peinture.",1,P3
577,595,La zik est terrible ❤😁👍🍀,0,nothing
1272,1300,Venez faire une journée dans l'Aude. Merci,0,nothing
539,557,Le souci pour moi cest toujours les vacances 😩,0,nothing
871,893,"Bonjour, merci Ben d’avoir parlé de ma maison en Gironde 😊. Je suis en cours de rénovation et j’applique les résultats de l’étude de Ben. Petit message perso, je sui toujours à la recherche d’un artisan pour la réalisation d’un poêle de masse. Et je vais mettre en œuvre la récupération d’eau de pluie de Pierre. Bravo à tous et merci pour toutes ces infos.",0,nothing
1325,1354,"Bonjour, quel écartement y a-t-il entre chaque semis ?",0,nothing
1091,1115,"Toujours au top. Étant très éloigné de toi, je ne peux y participer mais j'adorerais. Penses tu pouvoir nous faire une rapide vidéo pour la taille des kaki. Je ne l'ai pas encore faite pour ne pas faire de conneries.",0,nothing
835,856,Pourquoi vos poules ne couvent pas leur œufs elles même. Les poussins restent avec leur maman. C'est Super DOMMAGE,1,nothing
878,900,De la pur rhétorique pro nucléaire.😳pub propagande ! Je vais me baigner dans du bain radioactifs ! Mais n importe quoi !Demandez au travailleur du nucléaire ! Hallucinant ! SVP,1,nothing
299,310,"Bonjour Stéphane, j'avais acheté, il y a quelques années dans un garden un kaki vaniglia qui croule sous les fruits , mais ces derniers ont le défaut d'être astringents, comme les fruits sont jaunes-orangers actuellement, serait-ce à ton avis une bonne idée de les couper en rondelles et de les mettre au déshydrateur ? J'ai également Fuyu et Hana Fuyu mais je trouve les fruits un peu fades par rapport à ce qu'on achète dans le commerce. J'habite en Belgique, sur les hauteurs de Liège, aurais-tu un cultivar non astringent à me recommander ? Merci d'avance dans la a un",0,nothing
727,745,"Bonjour Stéphane, Très bonne vidéo, claire et concise sans blabla superflu👍 Petite suggestion si tu as un moment, faire la même vidéo avec les pommiers/poiriers.",0,nothing
832,853,Très intéressante vidéo ; les rappels sont nécessaires. Merci 🙏 ! Où as-tu trouvé la pelle que tu utilisais dans la vidéo ?,0,nothing
516,532,"On voit de suite la passion que tu as pour ton métier. Ce qui est grave dommage c'est toute la partie administrative et tout ces bureaucrates à imposer telle ou telle règle, par contre ils sont graves heureux de manger un bon fromage , un bon pain avec du bon vin, fait de façon artisanale en va dire ainsi, enfin bref. Félicitations et bonne continuation dans tout tes projets avenir. Ha en parlant d'importation, c'est exactement comme ici chez moi en Polynésie Française où les cocotiers poucent partout eh bien on importe du lait de coco de chine, on avons du très bon poisson, on importe du panga de chine et bien d'autres choses . Ha ne rien comprendre quoi. Bon Courage à toi Hugues et surtout Respect. Merci aussi à Brian de nous faire connaître tous ces petits métiers nobles . Un Grand Bonjour de TAHITI à toi et tes parents 👍👍",0,nothing
1180,1206,Présent ;!!!😂❤,0,nothing
59,63,Des pneu c’est 50mm de crampons…,0,nothing
357,370,Je fais également l’école à domicile! C’est le meilleur choix que j’ai fait ! Les enfants respire le bonheur,0,nothing
566,584,Bonjour Damien j'ai une petite question concernant les verres: j'ai garder mes anciennes fenêtres double vitrage. Faut-il laisser ce double vitrage ou essayer de récupérer un seul vitrage ? Merci pour tes vidéos 👍🏻🌳,0,nothing
329,340,Allium ampeloprasum c'est pas de l'ogm du tout ... La saveur est beaucoup moins prononcé que l'ail mais tout aussi bon juste différents faut pas dénigrer une plante quand même😂,1,nothing
599,617,Très belle ferme bravo a lui,0,nothing
641,659,Merci de la visite je vous suit depuit longtemps et toujours avec plaisir bravo,0,nothing
280,291,"Bonjour, pourrais tu me dire quel forfait et quel téléphone tu as pour le partage de connexion? à savoir combien de giga as tu besoin? Et un téléphone 3G suffit ?Je te remercie",0,nothing
813,833,"Trop top l'humeur que t'a dans tes vidéos ça donne le sourire, super travail qui plus est, c'est les vaches qui vont être contente avec la bonne cam",0,nothing
505,521,Ah ouais ok,0,nothing
646,664,J'habite dans la province de Sétif en Algérie. Je vous suis car vous expliquez bien la leçon sur l'entretien des arbres. Vous êtes bon. Je vous salue.,0,nothing
482,497,"Coucou Maud, La seule raison qui me fait semer en plaques, c'est que semer en pleine terre c'est repas assurés des limaces et cie 😕 Déjà quand c'est repiqué, la survie est loin d'être assurée, il pleut chaque nuit ou matinée dans l'Ouest !",0,P2
950,972,Mais où trouvez-vous le temps de faire tout çà ? Quand on travaille il est tout simplement impossible d'avoir un potager comme le votre. Je suis à la retraite et ne trouve pas le temps...,0,nothing
1202,1229,Ah enfin un éleveurs qui a compris évidemment que les faire paturer c 1 avantage pour elle et économique comment faisaient les anciens i était pas con,0,nothing
917,939,"Génial, merci pour ce partage, c'est assez convivial de bon matin ^^",0,nothing
1032,1054,"Dans le passé J'ai eu un très beau figuier dans le nord de la France avec un beau tronc blanc , Je n'ai jamais plus arriver à obtenir un Figuier avec un aussi beau tronc , mais figuier maintenant repouse des racines et forme des figuier buisson",0,nothing
78,82,"Un grand merci pour cette vidéo, que je viens de regarder pour la seconde fois. Une grande source d'inspiration et je ne vais pas manquer de partager la vidéo et de consulter le site de David. Merci Brian pour ce reportage.",0,nothing
305,316,"quelle super nana! J'ai adoré cette vidéo, merci pour le partage.--",0,nothing
935,957,"Hello, super reportage, sais tu où ils ont acheté leur abri et leur irrigation. Merci belle journée vivante",0,nothing
530,547,"Super le tuto, j’ai mes boules de marcottage. Par contre on peut partir soit d’une branche pourvu de feuilles soit d’un morceau de branche dépourvu de feuilles c’est ça ?",0,nothing
381,394,"bonjour olivier , j ai eu le méme probléme avec les rats qui mangeaient les tomates , puis plus tard ils se sont attaqué aux graines de féves , je m explique , je plantais les féves la journée et eux les détéraient la nuit !!!!il m a fallu pas mal de temps pour comprendre et trouver la solution , j ai installé des lampes solaires qui se déclenchent au mouvement et ça a marché j ai pu semer mes féves !!!!!!! mais depuis j ai eu des problémes avec les ragondins et la c est plus la méme histoire ,les lumiéres ils s y sont habitués , j ai installé un poste radio qui marche toute la nuit , au départ ça marchait trés bien et au bout d un mois ou 2 ils s y sont habitués aussi , voila quelques idées qui pourront peut étre t étre utile a plus bernard",0,P2
1270,1298,Plus utile que de broyer de l'herbe Ou de fermer des laiteries,0,nothing
151,156,"N'oubliez jamais de refermer vos citernes, qu'un animal ( chat, fouine, rat, souris, martre, etc...) ne vienne pas s'y noyer, il n'aurait aucune chance de remonter.",0,P3
578,596,Vous n'avez pas trouvé un épeautre non-hybridé ??? Comment est-ce possible. Il y'a de nombreux fournisseurs de semences d'épeautre non hybride. Tout ce que vous avez à faire est de rechercher semences d'oberkulmer.😮,1,nothing
453,468,J'ai eu la notif,0,nothing
681,699,Ou trouvé des plants de sarrasin asiatique ? Merci je n ai pas trouvé,0,nothing
397,412,Très théorique tout ça . sans parler même du goût du climat …,1,nothing
422,437,Du lait avec de l’herbe c’est ce qu’il y a de mieux au monde,0,nothing
923,945,Bonjour que penser de la méthode BOUCHE-THOMAS pour planter des haies fruitières (Plantation inclinée avec palissage) Meci,0,nothing
450,465,"Merci pour cette vidéo, j'avoue que je ne m'étais jamais posé la question d'où venait la tourbe. Maintenant que je suis informé je vais y prêter attention, merci pour cette vidéo !",0,nothing
1001,1023,"Notre ami a un besoin d'aller chez le coiffeur ! :D ou de prendre une douche ;) Blague a part, je suis assez admiratif eu egard a son installation.",0,nothing
1337,1366,"Bonjour Damien, beau sujet , très complet , merci à bientôt 🙏🙏🙏",0,nothing
251,261,"Coucou Olivier, Tu m'as donné envie d'essayer l'année dernière et quelle différence dans le potager pour les légumes feuille, les courges, les aromatiques, etc ! Je fais très attention de ne pas mouiller le feuillage et je n'arrose pas les légumes racine avec cette dilution. J'utilise de l'urine stockée au minimum 6 mois avec une cuillère à café de vinaigre blanc/L. Vraiment très satisfaite du résultat. Merci pour tout et bon weekend à toi.",0,nothing
1044,1066,Moi,0,nothing
433,448,"Les enfants feront bien ce qu'ils veulent, ils choisiront leur vie, Ben oui. Vivez ce qui vous plaît en ce moment, votre couple, vos enfants, vos choix,votre dévouement pour votre grand mère...",0,nothing
1124,1148,"Dans une vidéo de Konrad Schreiber, il disait que le chaulage était une mauvaise chose pour le sol. On est sur la même chaine et on dit que le chaulage permet de corriger des problèmes du sol... Un peu difficile de s'y retrouver",1,P6
989,1011,"Vos deux vidéos concernant les greffes m’ont été très instructives. Par contre je ne trouve pas la vidéo où vous en faites le constat en fin de saison, de la productivité, des unes et des autres. L’avez-vous fait ?",0,nothing
1141,1166,"Le peureux, le fouteur de peurs. Dans 10 ans il sera toujours au même stade, vas-y te cacher tout en haut dans la montagne, juste au-dessous d'Arolla",1,nothing
1351,1380,"Hello Damien,un bon résumé en 7'24 "" de ce qu'est la permaculture 👍👏 Bon WE par chez toi 😉 JP de ch'nord alias Pépé JP... ça caille quand même un peu 🥶",0,nothing
1277,1305,Merci Damien! Le Chalef d'Ebbing est exactement ce que je recherche. Tu tombes toujours à pic,0,nothing
947,969,Merci toujours aussi instructif !,0,nothing
943,965,Bonsoir Olivier j'ai réussi a mettre mes plants d'oignons d'échalotes et d'ail en terre en espérant que la pluie va se calmer pour mettre les petits pois et feves merci pour la vidéo,0,nothing
712,730,Merci 👏,0,nothing
1079,1102,Encore merci pour tout ces conseils.,0,nothing
887,909,"Bonjour, Vous avez pris quoi comme brouette à moteur ?",0,nothing
879,901,Merci bcp pour cette vidéo. Je croyais connaître des choses sur la greffe des légumes. Eh bien j'ai encore appris des choses merci bcp. Pour ma part je fais la greffe à la japonaise mais en faisant une taille en V entre les cotylédons du porte greffe et en insérant le greffons taillé en V et maintenu avec la pince. Espace clos et humide pendant 10 jours minimum sans voir le soleil. Porte greffe petit moineau récolte de tomate x3.,0,nothing
742,760,"J’ai décroché après 40min. faut dire que la dame n’aide pas. À chaque fois que l’interviewer essaie de vulgariser, elle s’empresse de complexifier pour se donner des airs. Exemple à 34min33sec : la taille par une biche d’un arbre lui permet de devenir plus fort. C’est littéralement ce qu’elle dit qq secondes avant. L’interviewer répète en disant « c’est ce qui le rend plus fort ». Bah non, il faut complexifier en disant « c’est ce qui l’amène à faire partie du grand système du vivant : la vie, l’espèce, l’individu » puis enchaine sur l’arbre qui souffre mais l’herbe aussi… Tout est confus dans sa tête. Elle cache derrière une fausse complexité son ignorance du sujet. Puis, à 35min33, après avoir affirmé que la perturbation, c’est bien, elle demande à l’interviewer de rester sur les chemins pour pas perturber et que la perturbation se fait « à certains moments de l’année en fonction de certains aspects »... WHAOUWW ! C’est comme ça tout du long. Bref, la syntropie m’a tout l’air d’être une méthode empirique et non scientifique. Impossible de reproduire l’expérience. Ou alors, on a une très mauvaise pédagogue. Il faut essayer (essai-erreur) : si ça marche, ça prouve que ça fonctionne. Si ça marche pas, bah faut réessayer autrement",1,P6
29,32,"Bonjour Olivier, je vous suis assidûment, et vous m’avez beaucoup aidé pour la création de mon potager l’année dernière. J’ai une question très précise sur la culture en bac potager. Ou puis-je vous la poser sans polluer vos posts? Merci beaucoup 😊",0,nothing
454,469,👍,0,nothing
385,398,Il va quand même falloir qu’il pleuve,0,nothing
16,18,Super ! Du coup il ne faut pas mettre de couvercle alors ?,0,nothing
463,478,"Bonjour, Tu es dans ton potager, j'aimeraisxsaboir pourquoi ms savonw pique un peu après 1 mois de sechage. Merci bcp pour ta réponse ❤❤❤",0,nothing
1067,1089,"Mais on sait très bien que en disant aux gens simplement la phrase "" il faut pas trop mettre de déchets humide dans le compost"" on a déjà une partie des gens qu'ils ont trouvé ça trop compliqué et qui vont pas le faire, je le vois régulièrement moi qui fait du compost je parle régulièrement avec tout un tas de gens à qui on a dit il faut pas mettre d'agrumes faut pas mettre de viande faut pas mettre de l'étage il faut pas mettre les os et du coup ils font pas le compost, voire pire parfois il y a tellement des gens qui disent que ça attire les rats et les nuisibles que certaines personnes préfèrent emmener l'heure tonte de pelouse et leurs branches à la déchetterie plutôt que de les laisser au fond du jardin J'ai vu dans certaines villes quelque chose de très bien les gens peuvent apporter tous leurs déchets végétal et animal ensuite tout ça c'est mélangé adieu broyat déchets verts et le compost est donné gratuitement à toute personne qui vient chercher Et pour ceux qui pensent que les agrumes que la viande que les produits laitiers ne peuvent pas aller au compost venez chez moi vous verrez je jette tout ça dans le compost ça ne pose aucun problème, par contre évidemment si vous êtes dans une zone déjà infesté de rat le compost n'est peut-être pas une bonne idée mais il faut bien signaler aux gens que dans la plupart des cas le compost ne posera pas de problème même si on ne respecte pas la proportion matière sèche matière humide, je pense que le meilleur conseil à donner au nouveau qui habite en ville: demander à la ville l'installation d'un compost s'il n'y a pas prolifération de nuisibles, dans le cas où il y a déjà prolifération de nuisibles inciter les communes à installer des conteneurs fermés et de préférence enterrée pour limiter la levée en température et les odeurs qui pourraient suivre Et pour ceux qui habitent à la campagne ou qui ont accès à du terrain: faire un compost le plus grand possible où vous pourrez jeter la tonte la taille des arbres mets également vos déchets alimentaire, placer le compost de préférence à l'ombre N'oubliez pas aussi que votre compost fête mis en commun avec un ou plusieurs voisins ce qui peut permettre à certains de se débarrasser de déchets qui n'utiliserons pas au jardin et à d'autres d'avoir accès à plus de compost",0,P6
